"year4","sampledate","month","daynum","tot_precip","avg_air_temp","max_air_temp","time_max_air_temp","min_air_temp","time_min_air_temp","avg_rel_hum","max_rel_hum","time_max_rel_hum","min_rel_hum","time_min_rel_hum","avg_vapor_pres","avg_vapor_pres_deficit","peak_wind_speed_5sec","time_peak_wind_speed_5s","avg_wind_speed","resultant_wind_speed","resultant_wind_direction","std_dev_wind_direction","avg_par","max_wind_speed_1min","time_max_wind_speed_1min","direction_peak_wind","avg_dewpoint_temp","max_dewpoint_temp","time_max_dewpoint_temp","min_dewpoint_temp","time_min_dewpoint_temp","avg_sol_rad","avg_longwave_rad","avg_shortwave_rad","min_battery","flag_tot_precip","flag_avg_air_temp","flag_max_air_temp","flag_time_max_air_temp","flag_min_air_temp","flag_time_min_air_temp","flag_avg_rel_hum","flag_max_rel_hum","flag_time_max_rel_hum","flag_min_rel_hum","flag_time_min_rel_hum","flag_avg_vapor_pres","flag_avg_vapor_pres_deficit","flag_peak_wind_speed_5sec","flag_time_peak_wind_speed_5s","flag_avg_wind_speed","flag_resultant_wind_speed","flag_resultant_wind_direction","flag_std_dev_wind_direction","flag_avg_par","flag_max_wind_speed_1min","flag_time_max_wind_speed_1min","flag_direction_peak_wind","flag_avg_dewpoint_temp","flag_max_dewpoint_temp","flag_time_max_dewpoint_temp","flag_min_dewpoint_temp","flag_time_min_dewpoint_temp","flag_avg_sol_rad","flag_avg_longwave_rad","flag_avg_shortwave_rad","flag_min_battery"
2003,"2003-04-01",4,91,0.000,3.964,10.770,1502,-1.441,240,79.400,100.100,600,46.960,1502,0.629,0.206,7.950,2335,2.029,1.249,3.983,50.220,362.100,6.219,2334,82.800,0.357,3.338,1020,-1.562,240,184.000,281.200,195.500,11.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-02",4,92,0.250,-1.191,1.675,11,-3.973,2359,82.300,92.600,755,72.800,326,0.461,0.101,10.180,843,4.009,3.885,59.620,14.260,125.900,8.840,844,79.000,-3.842,-1.003,1,-6.326,2359,60.240,284.600,63.510,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-03",4,93,0.000,-5.229,-3.835,907,-7.160,2115,85.500,93.200,305,69.750,916,0.354,0.061,11.140,1241,2.679,2.618,63.050,12.220,56.050,7.640,1541,61.930,-7.310,-5.450,219,-8.600,2313,24.590,270.500,25.850,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-04",4,94,0.000,-7.650,-6.637,953,-9.290,2122,86.800,92.300,208,75.500,1345,0.299,0.046,9.380,921,3.186,3.026,42.740,18.140,104.400,6.605,819,53.270,-9.490,-8.150,155,-10.730,2010,47.360,258.600,52.360,11.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-05",4,95,0.250,-8.160,-4.030,1514,-15.590,2349,77.600,93.000,315,51.290,1632,0.254,0.084,9.220,1004,2.520,2.464,354.200,12.060,420.900,7.380,817,357.500,-11.620,-9.540,858,-16.610,2346,214.900,217.600,226.300,11.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-06",4,96,0.250,-6.095,2.296,1628,-18.720,219,60.510,92.200,1,30.760,1449,0.223,0.215,8.910,2155,2.218,1.999,93.400,25.460,521.200,7.400,2151,101.800,-13.460,-9.110,1757,-20.290,218,269.500,210.800,272.800,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-07",4,97,0.000,-3.232,1.467,1544,-6.761,2351,45.200,66.060,521,23.810,1449,0.210,0.281,10.500,958,4.400,4.253,62.150,14.760,341.500,8.210,957,66.310,-13.940,-10.940,137,-17.400,1449,167.800,223.800,179.400,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-08",4,98,0.000,-2.201,7.850,1651,-11.470,416,44.040,74.700,544,13.510,1742,0.200,0.375,6.193,927,1.105,0.867,356.200,37.540,548.600,4.889,913,2.424,-14.590,-10.760,2340,-19.730,1742,278.600,193.900,293.800,11.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-09",4,99,0.000,3.508,12.760,1524,-7.950,520,43.910,83.100,231,17.880,1444,0.300,0.576,9.380,1149,2.330,2.171,210.700,21.140,549.300,7.740,1149,201.100,-9.450,-5.686,1142,-12.250,1006,272.800,230.200,286.900,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-10",4,100,0.000,9.230,18.440,1429,-1.036,520,43.310,69.050,2359,28.790,1250,0.500,0.767,11.620,1224,3.571,3.429,207.000,16.150,547.500,9.360,1251,249.400,-3.135,2.261,2355,-9.620,108,269.800,259.700,284.900,11.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-11",4,101,0.000,7.380,16.420,1434,-3.053,530,50.480,98.300,534,16.350,1512,0.439,0.676,8.750,1411,2.156,1.877,351.500,29.160,550.400,6.605,1606,350.900,-4.793,2.308,18,-10.100,1455,278.800,248.800,292.200,11.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-12",4,102,0.000,2.260,9.950,1621,-3.468,238,72.100,92.400,445,41.130,1557,0.503,0.246,7.630,626,2.288,1.899,13.040,33.390,481.200,6.405,626,6.945,-2.683,-0.334,1439,-5.022,234,241.000,247.900,252.300,11.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-13",4,103,0.000,8.230,17.350,1546,-3.375,531,52.120,85.500,325,32.310,1243,0.540,0.659,10.500,1600,4.160,3.970,164.900,17.330,438.000,8.470,1445,172.400,-1.949,1.853,1442,-7.930,805,215.500,275.300,228.200,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-14",4,104,0.000,19.820,28.650,1531,10.610,448,49.540,62.800,1950,36.400,1612,1.167,1.288,13.850,1401,4.483,4.270,200.700,17.660,489.800,9.400,1402,196.000,8.760,13.710,2036,1.107,2,235.100,339.200,251.800,11.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-15",4,105,10.000,10.420,20.400,1,0.161,2317,72.300,95.100,2133,52.680,1245,0.915,0.419,10.660,2310,3.863,2.827,16.750,41.940,461.200,7.910,1402,354.300,5.361,10.590,1,-0.943,2328,225.000,306.000,234.000,11.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-16",4,106,10.750,-2.061,0.534,12,-4.230,2017,88.900,96.200,135,78.200,1203,0.470,0.058,10.820,158,4.094,3.928,58.210,16.270,106.200,8.530,158,43.330,-3.661,-0.395,51,-5.424,2007,77.200,291.200,49.930,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-17",4,107,0.250,-1.648,-0.059,1508,-3.623,55,94.700,99.000,2334,88.100,19,0.516,0.028,8.430,17,2.120,1.912,116.700,25.360,96.800,6.365,14,84.000,-2.387,-0.633,2323,-5.217,19,56.590,294.200,43.790,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-18",4,108,3.750,0.326,1.825,1433,-1.112,122,94.600,99.000,407,88.200,1434,0.592,0.035,11.780,2150,2.291,2.076,92.200,24.840,207.800,8.650,2149,85.100,-0.444,0.926,2351,-1.709,653,104.300,300.000,101.900,11.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-19",4,109,12.000,5.373,10.090,2358,0.918,151,99.800,100.400,2353,97.300,2,0.909,0.003,10.020,318,3.194,3.023,109.400,18.730,87.700,7.340,318,107.000,5.326,10.090,2358,0.766,115,54.510,328.500,44.680,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-20",4,110,9.250,7.020,12.490,636,1.618,2400,98.700,100.400,57,95.900,1519,1.022,0.012,8.590,1537,3.109,2.042,220.500,47.460,77.800,6.778,1803,240.800,6.815,12.490,636,1.385,2400,51.130,334.500,39.750,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-21",4,111,1.500,1.263,4.108,1610,-2.187,2333,87.200,98.800,354,65.030,1949,0.584,0.088,14.650,1308,4.263,4.138,339.000,13.900,162.400,11.070,1405,339.600,-0.739,1.511,1539,-5.782,2330,93.400,279.500,92.600,11.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-22",4,112,0.000,3.135,11.560,1538,-4.126,2358,51.690,88.500,445,16.290,1512,0.352,0.461,8.270,944,2.899,2.764,349.900,17.430,522.000,6.991,1004,7.340,-7.620,-2.652,713,-13.750,1748,298.700,220.400,314.600,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-23",4,113,0.000,5.805,16.510,1533,-6.018,431,52.130,90.400,511,21.110,1557,0.427,0.608,7.630,1520,1.875,1.679,160.300,26.160,529.700,6.472,1211,164.100,-4.937,-1.895,2154,-8.620,10,300.600,241.900,318.000,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-24",4,114,0.000,10.220,19.300,1417,-1.244,521,47.900,79.300,605,24.280,1156,0.558,0.792,7.150,1727,2.218,0.783,91.000,65.140,512.000,6.299,1728,14.400,-1.379,2.250,1736,-5.681,754,255.300,290.300,271.800,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-25",4,115,0.000,6.496,13.140,1440,-2.129,2355,54.760,83.900,518,28.610,1349,0.507,0.499,8.750,1145,3.083,2.775,23.190,25.590,605.800,6.232,1145,357.900,-2.624,0.138,840,-6.264,2240,299.900,251.200,316.900,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-26",4,116,0.000,7.940,17.130,1458,-4.565,422,49.360,85.100,425,22.830,1330,0.491,0.682,6.991,1541,1.991,1.445,209.700,42.420,613.200,5.474,1440,170.700,-3.199,0.765,2400,-7.210,419,300.500,255.400,319.100,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-27",4,117,0.500,14.860,21.330,1548,6.981,600,53.230,92.600,558,29.360,1914,0.899,0.844,14.650,1150,4.094,3.616,217.500,27.670,312.800,10.450,1226,190.600,5.022,10.740,1654,-0.339,1914,151.900,323.800,160.700,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-28",4,118,0.000,8.110,13.860,1345,-0.915,2400,61.680,95.900,2400,43.040,1346,0.646,0.465,10.180,259,3.201,2.726,301.600,31.190,538.300,7.340,259,278.500,0.770,2.465,409,-1.551,2354,263.700,266.400,277.600,11.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-29",4,119,0.000,5.055,13.540,1432,-3.964,502,59.190,99.200,355,20.920,1544,0.458,0.486,9.700,1119,2.089,1.514,307.000,42.490,536.200,6.951,1004,295.800,-4.090,2.975,731,-9.010,1544,266.300,266.400,280.600,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-04-30",4,120,0.000,7.370,16.410,1620,-3.233,45,53.390,83.100,323,31.840,1246,0.524,0.581,5.714,1322,1.531,1.067,113.000,44.580,482.400,4.809,1322,163.700,-2.243,3.119,1906,-6.067,45,233.500,283.600,246.600,11.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-01",5,121,0.000,8.240,18.310,1223,-2.533,534,47.350,94.500,459,22.040,1720,0.475,0.719,10.340,928,3.211,3.032,2.307,19.130,622.700,7.950,1351,347.200,-3.798,1.274,613,-11.000,2400,309.900,250.900,327.100,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-02",5,122,0.000,6.088,14.280,1538,-5.752,510,34.120,72.900,542,17.220,1247,0.295,0.713,6.831,1436,2.431,1.821,24.730,40.580,614.600,5.674,1539,20.310,-9.710,-6.354,2044,-12.830,110,310.300,235.500,327.200,11.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-03",5,123,0.000,8.530,17.770,1516,-4.385,441,38.220,77.900,416,15.010,1557,0.371,0.852,7.630,1327,1.880,1.596,154.000,31.470,621.900,5.661,1327,134.600,-6.745,-2.464,2354,-9.830,1557,316.200,246.700,334.300,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-04",5,124,0.000,10.030,16.800,1432,-0.530,339,48.650,83.400,342,27.750,1019,0.575,0.725,10.820,2149,4.364,3.889,119.000,26.740,459.000,8.320,2149,81.400,-0.979,2.470,1248,-5.475,756,226.400,286.600,240.100,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-05",5,125,8.750,8.590,10.850,27,6.380,2333,79.700,95.300,1608,43.050,6,0.879,0.240,12.740,1336,5.031,4.854,66.080,15.170,96.600,9.330,202,83.500,4.876,8.060,1323,-1.301,6,48.750,329.000,44.290,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-06",5,126,0.500,8.540,15.130,1551,5.285,2129,87.300,98.300,625,56.920,1544,0.959,0.170,4.916,1320,1.760,0.759,75.900,61.100,275.800,4.118,151,33.240,6.373,8.380,1842,4.786,2129,144.600,323.200,144.300,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-07",5,127,4.750,9.770,13.530,1314,3.505,502,83.300,99.400,511,60.250,1324,0.992,0.234,6.512,826,1.801,0.806,83.500,60.200,235.200,5.434,759,85.500,6.833,8.910,1939,3.349,452,121.200,323.000,124.400,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-08",5,128,0.250,13.280,19.480,1448,6.056,353,59.510,99.700,424,29.830,1450,0.835,0.745,11.140,2128,3.939,2.889,82.300,41.820,470.500,9.650,2128,107.400,4.147,9.430,853,-0.222,2003,255.600,319.300,267.100,11.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-09",5,129,15.750,7.610,10.820,3,5.088,619,90.900,100.300,2323,48.940,2,0.945,0.103,11.140,447,4.517,4.310,112.700,17.330,69.210,9.220,442,119.600,6.024,9.020,2400,0.420,24,33.340,330.900,33.070,11.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-10",5,130,4.750,11.330,19.770,1448,6.487,432,82.600,100.300,1,45.110,1448,1.074,0.304,8.110,1223,2.481,0.911,238.400,64.440,360.400,5.740,1253,207.900,8.000,10.570,1827,6.123,432,198.700,332.100,208.300,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-11",5,131,73.500,6.014,8.740,50,4.107,1629,95.600,98.300,1,92.900,1425,0.899,0.040,16.250,924,6.644,6.222,346.500,20.420,67.790,12.100,924,336.000,5.374,8.360,29,3.203,1624,37.460,324.800,33.510,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-12",5,132,1.500,8.600,16.530,1547,2.776,2400,65.490,94.200,13,26.550,1254,0.680,0.487,12.260,126,3.994,3.852,332.700,15.290,518.900,8.890,118,348.900,1.385,4.007,13,-5.479,1247,301.000,280.600,312.100,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-13",5,133,0.000,12.340,21.760,1318,1.863,14,54.140,95.800,137,24.200,1443,0.700,0.856,8.430,1153,1.929,1.508,338.800,37.850,474.600,6.924,1046,8.560,1.874,4.982,1738,-0.061,1444,262.200,282.000,277.100,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-14",5,134,0.000,12.640,20.010,1339,4.069,447,61.140,95.900,2257,30.950,1238,0.842,0.703,7.470,1454,2.023,1.329,171.100,47.450,467.400,6.126,940,116.800,4.428,7.210,2008,1.396,39,226.400,294.800,242.200,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-15",5,135,0.000,12.950,20.350,1314,1.814,301,59.820,99.500,314,33.930,1533,0.837,0.742,9.070,942,2.826,2.592,82.600,23.300,546.100,7.860,1035,103.600,4.373,6.467,2252,1.399,358,267.700,304.600,282.100,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-16",5,136,0.000,13.150,20.720,1457,2.305,440,67.840,98.600,446,39.090,1437,0.984,0.598,8.110,1024,2.587,2.155,89.000,33.080,451.400,6.033,1853,106.500,6.657,9.590,1904,1.956,440,217.400,304.000,229.900,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-17",5,137,0.000,13.230,21.660,1607,3.173,449,75.500,100.300,603,35.370,1600,1.107,0.506,7.950,1454,2.090,1.731,120.300,33.540,597.700,5.767,1619,110.000,8.330,11.920,1001,3.126,449,299.500,311.100,317.000,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-18",5,138,0.000,15.470,22.200,1523,6.561,434,73.200,99.600,440,48.130,1515,1.251,0.580,9.380,1003,3.518,3.324,144.100,19.020,489.600,7.800,1337,152.800,10.220,13.660,930,6.204,254,241.400,332.300,254.600,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-19",5,139,14.500,15.040,18.150,1403,7.080,2400,88.300,99.200,2110,77.200,1,1.519,0.207,10.180,2311,3.671,2.328,149.500,48.990,132.500,6.871,1929,333.500,13.090,16.050,1400,6.324,2345,61.160,372.000,61.800,11.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-20",5,140,0.250,6.371,11.710,1633,-0.879,2343,74.300,98.200,2358,41.190,1714,0.693,0.286,10.020,352,3.395,3.211,321.500,18.850,537.000,7.140,902,340.900,1.626,6.517,26,-1.836,1736,283.300,275.200,296.800,11.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-21",5,141,0.000,8.540,16.430,1547,-2.270,411,59.900,99.700,417,28.520,1402,0.604,0.597,7.310,1410,2.363,2.149,166.000,24.380,518.300,6.166,1625,169.000,-0.211,3.269,626,-2.497,1402,283.000,277.000,297.900,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-22",5,142,0.000,7.420,13.300,1554,-0.248,323,68.910,96.900,2354,36.680,1635,0.683,0.395,5.714,1521,1.694,1.129,168.000,46.800,296.900,4.636,814,149.700,1.486,4.488,908,-1.428,1635,148.200,281.300,160.500,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-23",5,143,0.000,10.380,19.030,1355,-2.562,437,52.610,99.500,345,19.460,1036,0.568,0.818,9.070,1758,2.484,1.946,40.150,37.680,647.400,6.711,1421,97.200,-1.115,4.471,624,-6.985,1007,336.700,273.000,354.600,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-24",5,144,0.000,12.500,22.090,1530,-1.498,415,47.170,97.500,443,16.990,1351,0.563,1.066,10.980,1203,2.960,2.810,11.570,18.260,681.500,8.330,1307,4.943,-1.188,4.370,605,-5.002,1745,344.400,272.500,361.800,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-25",5,145,0.000,12.350,21.460,1426,0.250,419,51.350,98.100,435,19.040,1701,0.634,0.963,9.540,1143,2.983,2.879,8.810,15.170,646.600,7.670,1153,356.200,0.412,4.222,603,-4.976,1701,327.500,277.300,343.300,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-26",5,146,0.000,13.680,22.550,1438,2.304,449,55.560,93.300,423,22.870,1646,0.776,0.949,10.340,1008,2.748,2.544,6.342,22.050,616.600,8.110,1027,357.300,3.292,6.149,2056,-0.396,1646,316.600,286.900,332.500,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-27",5,147,0.000,15.340,25.060,1603,2.352,229,61.810,98.900,241,25.570,1502,0.982,0.942,6.831,1249,1.225,0.392,197.600,66.780,666.600,4.690,945,169.200,6.563,10.940,805,1.908,229,331.400,310.000,348.700,11.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-28",5,148,0.750,12.640,16.240,918,5.189,2349,82.700,98.700,2400,61.300,1712,1.212,0.265,12.260,1500,2.786,2.461,326.000,27.690,223.400,10.000,1523,357.800,9.660,14.180,916,4.878,2348,110.700,328.400,116.600,11.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-29",5,149,0.000,15.600,23.800,1608,1.701,451,59.990,100.300,414,30.470,1632,0.969,0.968,8.750,1246,2.155,1.160,294.400,55.050,569.800,5.873,1247,304.900,6.424,9.730,1027,1.674,451,298.100,326.700,310.600,11.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-30",5,150,5.250,12.580,17.140,1456,6.111,2358,86.800,97.300,2310,54.520,1,1.264,0.212,12.900,2120,4.105,1.203,69.410,68.110,175.800,10.080,2111,29.740,10.350,14.040,1454,5.237,2352,86.500,354.600,91.000,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-05-31",5,151,0.000,7.150,14.010,1503,-0.247,2400,67.080,96.600,2400,36.270,1614,0.645,0.405,11.620,27,4.250,4.125,6.133,13.850,575.000,9.940,29,13.840,0.694,5.497,11,-2.556,1828,326.400,262.400,337.600,11.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-01",6,152,0.000,10.460,20.810,1529,-2.158,354,65.880,99.400,330,29.570,1158,0.765,0.663,8.110,1626,1.498,0.865,291.100,52.680,600.200,4.969,1626,235.400,2.943,6.983,1355,-2.331,354,318.900,287.100,332.900,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-02",6,153,0.000,13.630,22.130,1439,-0.150,214,62.110,99.900,419,26.450,1129,0.890,0.820,6.352,1047,1.398,0.759,119.600,54.740,547.700,5.727,1047,168.300,5.072,10.570,1827,-0.380,214,283.400,317.100,298.900,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-03",6,154,0.000,15.200,22.460,1441,7.440,2114,58.070,97.100,425,24.790,1554,0.919,0.886,6.991,1412,2.095,1.657,85.800,37.020,658.700,5.182,1412,38.890,5.670,9.240,41,0.506,1554,331.600,308.600,348.700,11.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-04",6,155,0.000,14.960,22.620,1404,3.853,432,58.680,99.200,437,26.570,1408,0.906,0.909,6.352,1048,1.651,0.574,58.100,65.430,609.200,4.583,1048,123.900,5.497,9.000,556,1.876,1135,303.000,313.300,321.900,11.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-05",6,156,0.000,15.940,25.000,1452,7.740,2343,61.940,98.200,2400,29.810,1223,1.046,0.873,9.380,1536,1.268,0.580,289.400,59.660,569.400,6.937,1537,181.100,7.590,10.440,1943,4.362,1020,280.300,328.700,297.200,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-06",6,157,15.250,12.080,19.680,1113,6.482,334,93.600,99.700,225,62.530,1114,1.325,0.110,8.430,1135,1.626,0.969,116.700,51.480,185.800,7.280,1135,187.300,11.020,14.740,1012,6.364,334,90.000,345.500,95.500,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-07",6,158,1.250,12.780,15.980,1259,10.840,418,92.500,98.100,426,77.200,1309,1.363,0.119,6.991,1113,2.591,2.370,77.100,23.630,215.100,4.876,28,120.700,11.570,14.180,1058,10.440,251,109.800,352.000,117.100,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-08",6,159,6.250,12.030,13.530,1542,10.340,2359,95.800,97.900,2027,92.200,718,1.345,0.060,5.554,2143,2.333,1.837,19.700,37.360,117.000,4.384,1624,349.400,11.380,12.830,1529,9.940,2311,60.400,355.400,64.260,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-09",6,160,0.000,13.170,18.460,1617,7.810,2318,87.100,100.000,2346,63.250,1447,1.305,0.234,4.437,806,1.486,0.840,284.100,53.430,259.500,3.386,5,348.700,10.910,12.850,1620,7.660,2318,144.700,345.500,151.000,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-10",6,161,19.000,12.290,14.470,1023,8.060,23,96.800,100.200,110,92.900,1222,1.386,0.048,7.790,1638,2.949,2.393,44.950,35.170,103.100,6.166,1606,11.650,11.800,14.060,1525,8.030,23,60.010,359.500,57.390,11.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-11",6,162,0.000,15.240,21.830,1450,9.640,2400,73.800,95.400,256,46.820,1553,1.244,0.539,7.630,1731,2.271,1.791,88.900,37.250,519.800,5.621,1113,87.700,10.190,13.040,1330,7.850,2351,301.700,327.500,312.000,11.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-12",6,163,0.000,16.880,22.500,1503,9.300,24,74.500,95.200,430,54.340,1506,1.415,0.562,9.380,756,3.394,3.113,133.000,23.320,468.000,7.470,1000,120.500,12.060,14.610,1757,7.680,22,276.400,338.600,289.400,11.850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-13",6,164,0.000,18.490,26.240,1451,10.570,2340,75.300,98.700,2349,44.000,1454,1.560,0.662,7.150,1315,2.017,0.755,336.300,64.070,598.700,6.631,1640,351.800,13.560,17.870,931,10.230,2340,296.400,347.600,311.300,11.820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-14",6,165,0.000,17.320,24.920,1604,7.890,412,74.900,100.000,430,44.150,1605,1.435,0.645,7.950,1057,2.557,2.426,8.370,18.320,651.400,6.419,1057,354.000,12.250,16.070,950,7.770,412,327.800,332.400,346.000,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-15",6,166,0.000,17.730,26.200,1510,6.542,432,70.300,100.000,359,39.310,1734,1.361,0.806,6.831,1340,1.433,0.730,87.100,56.750,652.200,4.104,1251,94.200,11.450,15.540,1117,6.461,432,324.900,332.400,342.900,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-16",6,167,0.000,19.490,27.830,1649,9.270,404,65.680,98.500,330,34.870,1651,1.394,1.022,5.554,1422,1.307,0.954,156.500,42.090,707.000,4.756,1224,52.300,11.860,15.620,1029,6.717,802,349.800,335.900,365.800,11.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-17",6,168,0.000,19.360,25.820,1108,11.310,355,72.200,98.600,2324,39.440,1109,1.561,0.777,4.597,1201,1.136,0.675,242.600,51.590,444.400,3.892,2359,2.516,13.580,17.030,1425,10.460,353,214.800,351.000,229.600,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-18",6,169,0.000,17.540,24.470,1208,7.940,2255,71.700,100.100,429,36.890,1638,1.382,0.705,9.700,1538,2.815,2.654,351.800,19.380,612.800,7.930,1538,10.000,11.520,16.900,951,6.138,1813,303.000,331.100,317.500,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,"2003-06-19",6,170,0.000,14.180,21.690,1431,4.668,420,61.480,98.100,433,27.650,1217,0.911,0.797,8.910,1140,2.020,1.664,14.800,34.000,720.000,5.661,1119,344.600,5.576,9.500,7,0.386,1217,366.800,286.300,380.000,11.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
